,O*NET-SOC Code,Title,Job Zone,Date,Domain Source,Description,Domain
512,33-9099.02,Retail Loss Prevention Specialists,2,Jul-14,Analyst,"Implement procedures and systems to prevent merchandise loss. Conduct audits and investigations of employee activity. May assist in developing policies, procedures, and systems for safeguarding assets.",Protective Service Occupations
513,35-1011.00,Chefs and Head Cooks,3,Aug-21,Analyst,"Direct and may participate in the preparation, seasoning, and cooking of salads, soups, fish, meats, vegetables, desserts, or other foods. May plan and price menu items, order supplies, and keep records and accounts.",Food Preparation and Serving Related Occupations
514,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2,Jul-17,Analyst,Directly supervise and coordinate activities of workers engaged in preparing and serving food.,Food Preparation and Serving Related Occupations
515,35-2011.00,"Cooks, Fast Food",1,Aug-19,Analyst,Prepare and cook food in a fast food restaurant with a limited menu. Duties of these cooks are limited to preparation of a few basic items and normally involve operating large-volume single-purpose cooking equipment.,Food Preparation and Serving Related Occupations
516,35-2012.00,"Cooks, Institution and Cafeteria",2,Aug-19,Analyst,"Prepare and cook large quantities of food for institutions, such as schools, hospitals, or cafeterias.",Food Preparation and Serving Related Occupations
517,35-2013.00,"Cooks, Private Household",3,Jul-16,Analyst,Prepare meals in private homes. Includes personal chefs.,Food Preparation and Serving Related Occupations
518,35-2014.00,"Cooks, Restaurant",2,Aug-18,Analyst,"Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu.",Food Preparation and Serving Related Occupations
519,35-2015.00,"Cooks, Short Order",2,Aug-18,Analyst,Prepare and cook to order a variety of foods that require only a short preparation time. May take orders from customers and serve patrons at counters or tables.,Food Preparation and Serving Related Occupations
520,35-2021.00,Food Preparation Workers,1,Jul-17,Analyst,"Perform a variety of food preparation duties other than cooking, such as preparing cold foods and shellfish, slicing meat, and brewing coffee or tea.",Food Preparation and Serving Related Occupations
521,35-3011.00,Bartenders,2,Jul-17,Analyst,"Mix and serve drinks to patrons, directly or through waitstaff.",Food Preparation and Serving Related Occupations
522,35-3023.00,Fast Food and Counter Workers,1,Aug-22,Analyst,Perform duties such as taking orders and serving food and beverages. Serve customers at counter or from a steam table. May take payment. May prepare food and beverages.,Food Preparation and Serving Related Occupations
523,35-3023.01,Baristas,1,Jul-15,Analyst,Prepare or serve specialty coffee or other beverages. Serve food such as baked goods or sandwiches to patrons.,Food Preparation and Serving Related Occupations
524,35-3031.00,Waiters and Waitresses,2,Aug-18,Analyst,Take orders and serve food and beverages to patrons at tables in dining establishment.,Food Preparation and Serving Related Occupations
525,35-3041.00,"Food Servers, Nonrestaurant",2,Aug-20,Analyst,"Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars.",Food Preparation and Serving Related Occupations
526,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1,Aug-21,Analyst,"Facilitate food service. Clean tables; remove dirty dishes; replace soiled table linens; set tables; replenish supply of clean linens, silverware, glassware, and dishes; supply service bar with food; and serve items such as water, condiments, and coffee to patrons.",Food Preparation and Serving Related Occupations
527,35-9021.00,Dishwashers,1,Aug-21,Analyst,"Clean dishes, kitchen, food preparation equipment, or utensils.",Food Preparation and Serving Related Occupations
528,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2,Aug-18,Analyst,"Welcome patrons, seat them at tables or in lounge, and help ensure quality of facilities and service.",Food Preparation and Serving Related Occupations
529,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2,Aug-20,Analyst,"Directly supervise and coordinate work activities of cleaning personnel in hotels, hospitals, offices, and other establishments.",Building and Grounds Cleaning and Maintenance Occupations
530,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3,Aug-21,Analyst,"Directly supervise and coordinate activities of workers engaged in landscaping or groundskeeping activities. Work may involve reviewing contracts to ascertain service, machine, and workforce requirements; answering inquiries from potential customers regarding methods, material, and price ranges; and preparing estimates according to labor, material, and machine costs.",Building and Grounds Cleaning and Maintenance Occupations
531,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2,Jul-14,Analyst,"Keep buildings in clean and orderly condition. Perform heavy cleaning duties, such as cleaning floors, shampooing rugs, washing walls and glass, and removing rubbish. Duties may include tending furnace and boiler, performing routine maintenance activities, notifying management of need for repairs, and cleaning snow or debris from sidewalk.",Building and Grounds Cleaning and Maintenance Occupations
532,37-2012.00,Maids and Housekeeping Cleaners,1,Aug-20,Analyst,"Perform any combination of light cleaning duties to maintain private households or commercial establishments, such as hotels and hospitals, in a clean and orderly manner. Duties may include making beds, replenishing linens, cleaning rooms and halls, and vacuuming.",Building and Grounds Cleaning and Maintenance Occupations
533,37-2021.00,Pest Control Workers,2,Jul-15,Analyst,Apply or release chemical solutions or toxic gases and set traps to kill or remove pests and vermin that infest buildings and surrounding areas.,Building and Grounds Cleaning and Maintenance Occupations
534,37-3011.00,Landscaping and Groundskeeping Workers,1,Jul-15,Analyst,"Landscape or maintain grounds of property using hand or power tools or equipment. Workers typically perform a variety of tasks, which may include any combination of the following: sod laying, mowing, trimming, planting, watering, fertilizing, digging, raking, sprinkler installation, and installation of mortarless segmental concrete masonry wall units.",Building and Grounds Cleaning and Maintenance Occupations
535,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2,Jul-15,Analyst,"Mix or apply pesticides, herbicides, fungicides, or insecticides through sprays, dusts, vapors, soil incorporation, or chemical application on trees, shrubs, lawns, or crops. Usually requires specific training and state or federal certification.",Building and Grounds Cleaning and Maintenance Occupations
